,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1041,Unlabeled 1041,Unlabeled 1041,Unlabeled 1042,Unlabeled 1042,Unlabeled 1042,Unlabeled 1043,Unlabeled 1043,Unlabeled 1043,Unlabeled 1044,Unlabeled 1044,Unlabeled 1044,Unlabeled 1045,Unlabeled 1045,Unlabeled 1045,Unlabeled 1046,Unlabeled 1046,Unlabeled 1046,Unlabeled 1047,Unlabeled 1047,Unlabeled 1047,Unlabeled 1048,Unlabeled 1048,Unlabeled 1048,Unlabeled 1049,Unlabeled 1049,Unlabeled 1049,Unlabeled 1050,Unlabeled 1050,Unlabeled 1050,Unlabeled 1051,Unlabeled 1051,Unlabeled 1051,Unlabeled 1052,Unlabeled 1052,Unlabeled 1052,Unlabeled 1053,Unlabeled 1053,Unlabeled 1053
,ID,"C4310","C4310","C4310","C4380","C4380","C4380","C4390","C4390","C4390","C43A0","C43A0","C43A0","C43B0","C43B0","C43B0","C43C0","C43C0","C43C0","C43D0","C43D0","C43D0","C43E0","C43E0","C43E0","C43F0","C43F0","C43F0","C4400","C4400","C4400","C4410","C4410","C4410","C4350","C4350","C4350","C4420","C4420","C4420"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
60,0.500000,-0.629886,0.169671,-0.127170,-0.163114,0.235175,0.040558,-0.466118,0.192655,-0.068379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.508333,-0.639673,0.164416,-0.117363,-0.171186,0.229695,0.045258,-0.475272,0.187315,-0.060514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.516667,-0.649332,0.159576,-0.107590,-0.179352,0.224892,0.049825,-0.484356,0.182615,-0.052463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.525000,-0.659234,0.154681,-0.097541,-0.187106,0.219717,0.054266,-0.493457,0.177395,-0.044585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.533333,-0.669044,0.150109,-0.087661,-0.194815,0.214890,0.058518,-0.502503,0.172945,-0.036544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.541667,-0.678712,0.145469,-0.077779,-0.203447,0.209837,0.063196,-0.511676,0.167899,-0.028644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.550000,-0.688519,0.141038,-0.067775,-0.211344,0.204766,0.067388,-0.520856,0.163453,-0.020753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558333,-0.698277,0.136866,-0.057641,-0.219203,0.200133,0.071524,-0.530227,0.158821,-0.012571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.566667,-0.708039,0.132581,-0.047615,-0.227940,0.195129,0.075965,-0.539325,0.154462,-0.004387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-0.718052,0.128651,-0.037498,-0.235868,0.190613,0.079957,-0.548651,0.150117,0.003394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.583333,-0.727702,0.124734,-0.027588,-0.244104,0.186083,0.083362,-0.557951,0.146092,0.011211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.591667,-0.737649,0.120830,-0.017523,-0.252392,0.181681,0.087216,-0.567104,0.142178,0.019009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.600000,-0.747229,0.117260,-0.007334,-0.260701,0.177138,0.091088,-0.576338,0.138117,0.027095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.608333,-0.757002,0.113883,0.002835,-0.269143,0.172825,0.095008,-0.585728,0.134448,0.034841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.616667,-0.766706,0.110498,0.012919,-0.277322,0.168758,0.098022,-0.594763,0.130852,0.042839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.625000,-0.776249,0.107501,0.023262,-0.285857,0.164904,0.101933,-0.603911,0.127612,0.050404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.633333,-0.785981,0.104747,0.033424,-0.294113,0.160907,0.104842,-0.613197,0.124405,0.058320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.641667,-0.795468,0.101919,0.043623,-0.302598,0.156997,0.108460,-0.622316,0.121163,0.065792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.650000,-0.804744,0.099247,0.053634,-0.311044,0.153320,0.111164,-0.631582,0.118278,0.073313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.658333,-0.814276,0.096879,0.063605,-0.319416,0.149847,0.114494,-0.640413,0.115380,0.081007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.666667,-0.823137,0.094320,0.073252,-0.328165,0.146556,0.117093,-0.649211,0.112600,0.088361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.675000,-0.831931,0.092468,0.083049,-0.335897,0.143164,0.119147,-0.658236,0.110065,0.095620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.683333,-0.840995,0.090288,0.092739,-0.344391,0.139783,0.121367,-0.666741,0.107613,0.102648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.691667,-0.849636,0.088392,0.102370,-0.352619,0.136860,0.123436,-0.675150,0.105223,0.109731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.700000,-0.858150,0.086202,0.112048,-0.360853,0.134078,0.125037,-0.683845,0.103575,0.115870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.708333,-0.866642,0.084408,0.121326,-0.368855,0.131118,0.126557,-0.691783,0.101041,0.123195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.716667,-0.874669,0.082709,0.130875,-0.376901,0.128737,0.127573,-0.700027,0.098877,0.129627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.725000,-0.882816,0.081024,0.140346,-0.384991,0.126054,0.128750,-0.707961,0.096981,0.135872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.733333,-0.890439,0.079478,0.149292,-0.392785,0.123766,0.129508,-0.715962,0.095233,0.142048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-0.897951,0.078210,0.158332,-0.400870,0.121346,0.129472,-0.723431,0.093402,0.147837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.750000,-0.905214,0.076570,0.166871,-0.408566,0.119044,0.129100,-0.731185,0.091490,0.153636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-0.912520,0.075237,0.175730,-0.416483,0.116947,0.128474,-0.738403,0.090016,0.158993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.766667,-0.919412,0.073781,0.184151,-0.423948,0.114592,0.127365,-0.745632,0.088140,0.164153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.775000,-0.925949,0.072324,0.192507,-0.432187,0.112503,0.126124,-0.752689,0.086632,0.168975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.783333,-0.932426,0.070800,0.200671,-0.439462,0.110395,0.124591,-0.759639,0.084728,0.173772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.791667,-0.938434,0.069326,0.208736,-0.447502,0.108829,0.122388,-0.766143,0.083080,0.178197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.800000,-0.944051,0.068202,0.216512,-0.454670,0.106982,0.119867,-0.772391,0.081902,0.182495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.808333,-0.949342,0.066848,0.224343,-0.462451,0.105679,0.117038,-0.778705,0.080506,0.186589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.816667,-0.954729,0.065924,0.231830,-0.469803,0.104266,0.114332,-0.784773,0.079401,0.190351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.825000,-0.959609,0.064865,0.239121,-0.477664,0.103068,0.110821,-0.790726,0.078564,0.193640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.833333,-0.964444,0.064077,0.246360,-0.485380,0.101831,0.107122,-0.796547,0.077191,0.196897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.841667,-0.968756,0.062997,0.253078,-0.493048,0.100707,0.103445,-0.802223,0.076443,0.199962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.850000,-0.973294,0.061910,0.259493,-0.501052,0.099675,0.098984,-0.807711,0.075157,0.202931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,-0.977692,0.060830,0.265613,-0.508880,0.098519,0.094667,-0.813194,0.074186,0.205146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.866667,-0.981594,0.059717,0.271371,-0.517039,0.097873,0.089746,-0.818629,0.073574,0.207258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.875000,-0.985491,0.058983,0.276842,-0.525202,0.096570,0.084921,-0.823945,0.072321,0.208958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.883333,-0.989385,0.057795,0.281734,-0.533185,0.095626,0.079778,-0.829341,0.071307,0.210307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.891667,-0.992672,0.056905,0.286622,-0.541351,0.095222,0.074230,-0.834526,0.070653,0.211634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.900000,-0.996103,0.056148,0.290759,-0.549720,0.094830,0.068533,-0.839632,0.070148,0.212311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.908333,-0.999493,0.055103,0.294597,-0.558227,0.094521,0.062761,-0.844906,0.068980,0.212735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.916667,-1.003135,0.054356,0.298043,-0.566315,0.094235,0.056976,-0.849867,0.068278,0.212945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.925000,-1.006439,0.053482,0.300679,-0.574793,0.093980,0.051256,-0.855280,0.067824,0.212627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.933333,-1.009885,0.052687,0.303331,-0.583210,0.093780,0.045449,-0.860430,0.067444,0.212235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.941667,-1.013328,0.051989,0.305202,-0.591699,0.093747,0.039455,-0.865662,0.066608,0.211668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,-1.016773,0.051418,0.306862,-0.600082,0.093727,0.033743,-0.870823,0.066511,0.210444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,-1.020578,0.050736,0.307900,-0.608405,0.093780,0.027928,-0.876312,0.065776,0.209143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,-1.024341,0.049899,0.308527,-0.616804,0.093952,0.022056,-0.881467,0.065451,0.207538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,-1.028285,0.049409,0.308775,-0.625158,0.094417,0.016283,-0.887083,0.065084,0.205812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,-1.032540,0.048989,0.308730,-0.633394,0.094706,0.010695,-0.892650,0.064868,0.203692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,-1.036693,0.048614,0.308175,-0.641532,0.094914,0.005190,-0.898397,0.064790,0.201719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.000000,-1.041366,0.048413,0.307348,-0.649552,0.095288,0.000056,-0.903925,0.064828,0.199128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1.008333,-1.045797,0.048224,0.305873,-0.657258,0.095595,-0.005067,-0.909750,0.064837,0.196549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1.016667,-1.050941,0.048241,0.304283,-0.664803,0.096224,-0.009975,-0.915919,0.065392,0.193704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.025000,-1.056123,0.048425,0.302223,-0.672221,0.096705,-0.014669,-0.921689,0.065686,0.190855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.033333,-1.061449,0.048560,0.299833,-0.679256,0.097132,-0.019284,-0.927564,0.066012,0.187807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041667,-1.066945,0.048980,0.297005,-0.686223,0.097722,-0.023483,-0.933806,0.066425,0.184280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
